timestamp,cost-per-transaction-percent
1658188800000,0.4261293274107949
1658275200000,0.5668713948396559
1658361600000,0.31743649844687777
1658448000000,0.6600639116825825
1658534400000,1.3650887906921185
1658620800000,2.274433803979051
1658707200000,0.8955601596199333
1658793600000,0.8439830974855128
1658880000000,1.09794290046067
1658966400000,0.563377442335516
1659052800000,0.712480751770435
1659139200000,1.5376941218902014
1659225600000,1.5844017781310809
1659312000000,0.75743782936472
1659398400000,0.9487536529636088
1659484800000,0.7523653639783843
1659571200000,0.8900225143809789
1659657600000,0.986836501319635
1659744000000,2.743041762859904
1659830400000,2.0871839478673766
1659916800000,0.9621479292731785
1660003200000,0.8356538055022136
1660089600000,0.6154607560794637
1660176000000,0.7563314812740508
1660262400000,0.962925621724407
1660348800000,1.558070555324101
1660435200000,2.0920734671917
1660521600000,0.8946862676898204
1660608000000,0.8319559760916846
1660694400000,0.662532662790539
1660780800000,0.8862347795357667
1660867200000,0.6794240163949001
1660953600000,2.1036463688232185
1661040000000,2.694138816071726
1661126400000,0.8482801054963339
1661212800000,1.2021061410863823
1661299200000,1.0962321689811072
1661385600000,1.0058796568496593
1661472000000,1.04391201349412
1661558400000,1.3357366980436924
1661644800000,2.4241903592868312
1661731200000,0.9668546798129697
1661817600000,0.6766935538348292
1661904000000,0.6006462339730626
1661990400000,0.6198036527253613
1662076800000,0.5831473427844823
1662163200000,2.1029610312306106
1662249600000,1.9776378369069019
1662336000000,0.9114188787789472
1662422400000,0.5370954784362159
1662508800000,0.6894680421349039
1662595200000,0.6297081553323121
1662681600000,0.6084561375669052
1662768000000,1.7735807858642916
1662854400000,2.3986456511932914
1662940800000,0.8045163069900773
1663027200000,0.5711311376894731
1663113600000,0.6239318078330934
1663200000000,0.894621741381612
1663286400000,0.8232004659195534
1663372800000,2.023323675957769
1663459200000,2.4284834397682813
1663545600000,0.5358625630910665
1663632000000,0.68255011790197
1663718400000,0.7610960450432731
1663804800000,0.6969415446186114
1663891200000,0.6699140516046995
1663977600000,2.522625008102753
1664064000000,2.216617937926479
1664150400000,1.0036584503994528
1664236800000,0.5187713109207658
1664323200000,0.6712655242810643
1664409600000,0.42753724662629944
1664496000000,0.6289430397180551
1664582400000,1.979061099131582
1664668800000,2.384370346518072
1664755200000,0.837197390920361
1664841600000,0.8861253973056579
1664928000000,0.7967517568573236
1665014400000,0.9974730751355038
1665100800000,0.7160012071270586
1665187200000,2.43308937476504
1665273600000,2.825838590560089
1665360000000,1.5608823600689883
1665446400000,0.9012829159778796
1665532800000,0.7927522721315727
1665619200000,0.7214009057757234
1665705600000,0.8284091802211268
1665792000000,1.9647888398892146
1665878400000,2.5223644764904596
1665964800000,0.9022287256779637
1666051200000,0.5887397566770673
1666137600000,0.8513600128463172
1666224000000,0.9959641118937185
1666310400000,1.2094371690403336
1666396800000,1.6708429850603181
1666483200000,2.1782086554390077
1666569600000,0.8601415129242529
1666656000000,0.7518975720655509
1666742400000,0.4213178025810444
1666828800000,0.6479912899420804
1666915200000,0.9740574619617968
1667001600000,1.3779514632135579
1667088000000,2.0607223245151505
1667174400000,0.8227407682424837
1667260800000,0.7344995693077233
1667347200000,0.6675721287676852
1667433600000,1.0377085571133868
1667520000000,0.34517206896857056
1667606400000,1.4571995816074192
1667692800000,1.2313608665703097
1667779200000,0.4943596048932915
1667865600000,0.3883703394741761
1667952000000,0.26730379261306747
1668038400000,0.2928615431836758
1668124800000,0.2922649179806691
1668211200000,0.60345137681638
1668297600000,0.917527213095694
1668384000000,0.3213345236287775
1668470400000,0.5680956424774476
1668556800000,0.452075697499807
1668643200000,0.38572244019473345
1668729600000,0.23841243911804408
1668816000000,1.2473306666635389
1668902400000,1.200570231251958
1668988800000,0.5202675296465125
1669075200000,0.4909659267796949
1669161600000,0.45158305013920014
1669248000000,0.8136331654979894
1669334400000,0.605661310252914
1669420800000,0.9665241298039842
1669507200000,1.5468236988903206
1669593600000,0.9197492565874942
1669680000000,0.591785504867648
1669766400000,0.7072499746934744
1669852800000,0.6577023050634695
1669939200000,0.6236410639965384
1670025600000,1.6692535345323432
1670112000000,1.8772321370171912
1670198400000,0.8561434340867755
1670284800000,0.604076398038259
1670371200000,1.2807422441922054
1670457600000,0.9278167247983432
1670544000000,0.9497718281545585
1670630400000,1.7962044470172531
1670716800000,2.1180012639073373
1670803200000,0.8733373232421734
1670889600000,0.6009282712023937
1670976000000,0.7485486424610098
1671062400000,0.6446185561117591
1671148800000,0.6433423221072032
1671235200000,1.109332339594012
1671321600000,1.8918993011985068
1671408000000,0.751522267727459
1671494400000,0.738326046198109
1671580800000,0.6262214299850487
1671667200000,0.7769213548356009
1671753600000,0.7100587611703465
1671840000000,0.9626434430167228
1671926400000,2.655210351850286
1672012800000,1.6923862556195481
1672099200000,1.0065759482204983
1672185600000,0.9264228287810483
1672272000000,0.6873525112676998
1672358400000,0.5374989348552422
1672444800000,1.1203706649548926
1672531200000,1.6840438893986602
1672617600000,1.3923587235721695
1672704000000,0.853174940758814
1672790400000,0.6262839232051644
1672876800000,0.8134858371395914
1672963200000,1.2952434321101314
1673049600000,1.6524722510338978
1673136000000,2.1814557242535315
1673222400000,0.938869281015174
1673308800000,1.0280324036794029
1673395200000,1.0036911329702924
1673481600000,0.7851277639657883
1673568000000,0.7834813697776344
1673654400000,0.9202232013457862
1673740800000,1.9304813910987686
1673827200000,0.9568887334108312
1673913600000,0.7816590265599846
1674000000000,0.7898864154628781
1674086400000,0.7344574961787321
1674172800000,0.7044330797223951
1674259200000,0.821048320911788
1674345600000,1.656405028241771
1674432000000,0.9790562837886597
1674518400000,0.93249323931198
1674604800000,0.8589334843130417
1674691200000,0.9473636534043102
1674777600000,0.8897097575949534
1674864000000,2.1784259280966607
1674950400000,2.3649644810447596
1675036800000,0.7919970909729714
1675123200000,0.5703307774244976
1675209600000,0.7086463983479734
1675296000000,0.9402088547925291
1675382400000,0.7133947040671481
1675468800000,1.2927249131013234
1675555200000,2.507022797437742
1675641600000,1.139246057540065
1675728000000,1.0374096569754085
1675814400000,1.0059080071012128
1675900800000,0.8891435119351776
1675987200000,0.7291092649369175
1676073600000,1.2804260520262127
1676160000000,2.4934771446996766
1676246400000,0.9647355561856956
1676332800000,0.8468386293483513
1676419200000,0.8236555613270258
1676505600000,0.8162668754513236
1676592000000,0.9522041939097813
1676678400000,1.9126897541263421
1676764800000,2.3400515308942946
1676851200000,1.3865259480018512
1676937600000,1.1818661296035375
1677024000000,0.8460478485105489
1677110400000,1.1452795762458445
1677196800000,0.6255149333340031
1677283200000,1.2762068906192283
1677369600000,2.9893242344643296
1677456000000,0.7703987639676497
1677542400000,0.6245353430551435
1677628800000,0.787215659609759
1677715200000,1.037967353530527
1677801600000,0.9252780827154892
1677888000000,1.5819951292705028
1677974400000,1.547719630330918
1678060800000,0.8885923946183152
1678147200000,0.6998804959535694
1678233600000,0.5586082262486903
1678320000000,0.5955908454953515
1678406400000,0.5688798484277517
1678492800000,0.808553398940522
1678579200000,1.3103146990448178
1678665600000,0.48882835917047474
1678752000000,0.46292647820592725
1678838400000,0.6128477128068763
1678924800000,0.5628073657957038
1679011200000,0.4897606852986795
1679097600000,1.2856482632911008
1679184000000,1.114565905134862
1679270400000,0.6262481028930234
1679356800000,0.9249834262533148
1679443200000,0.7152677168409949
1679529600000,0.8520678295651961
1679616000000,0.9111964315261661
1679702400000,1.661116591905761
1679788800000,2.5953697418751305
1679875200000,1.0187440488047796
1679961600000,0.7982719052736192
1680048000000,0.8157939993503165
1680134400000,0.5257797039283659
1680220800000,0.6982190163578289
1680307200000,1.9179319919311149
1680393600000,2.8630650424232456
1680480000000,0.9762903581277257
1680566400000,0.9873302901776732
1680652800000,0.6530643978674712
1680739200000,1.090171071696462
1680825600000,1.560364905094233
1680912000000,2.9458517660110877
1680998400000,3.3048787843071845
1681084800000,0.7243390874237432
1681171200000,0.5467064581694974
1681257600000,0.5305550346348978
1681344000000,0.8783223329814451
1681430400000,0.7509373664415411
1681516800000,2.1201746957986525
1681603200000,2.254222914746723
1681689600000,0.8056258151051612
1681776000000,1.3059805981302666
1681862400000,0.9394440852652172
1681948800000,0.6040059187831593
1682035200000,0.7278119445319426
1682121600000,1.870035863557618
1682208000000,2.266582270013375
1682294400000,1.187762978153073
1682380800000,0.8596597104087299
1682467200000,0.8228355263996513
1682553600000,0.9140845896592058
1682640000000,1.2627398935074663
1682726400000,1.8921736977772785
1682812800000,3.0669009334735926
1682899200000,1.362114069661071
1682985600000,0.955142752528036
1683072000000,1.1847561254401642
1683158400000,1.0780075613355693
1683244800000,1.0247352762720405
1683331200000,2.3226894468918937
1683417600000,0.5866011883989655
1683504000000,1.5763182355232677
1683590400000,1.677097953552894
1683676800000,1.2420911767003457
1683763200000,1.121837789773067
1683849600000,0.8812434775426167
1683936000000,2.747683474748967
1684022400000,2.602675951295765
1684108800000,0.9990357328459007
1684195200000,1.0004350211676476
1684281600000,1.1982743755019496
1684368000000,1.0689424922567823
1684454400000,1.124986546772727
1684540800000,2.6489022628248313
1684627200000,3.463764001596829
1684713600000,1.0283403176787989
1684800000000,0.8842990865583017
1684886400000,0.9296106790474065
1684972800000,0.807953409683015
1685059200000,1.062913540390323
1685145600000,1.8128386223756678
1685232000000,2.4463210726995355
1685318400000,1.1924020284927148
1685404800000,1.0668494741392751
1685491200000,0.7534459849743808
1685577600000,0.6727840528471195
1685664000000,0.970235073630378
1685750400000,1.141294843329762
1685836800000,1.6608112469378196
1685923200000,0.801256048419479
1686009600000,0.8770964437486362
1686096000000,0.8723595956386097
1686182400000,0.9371946029774683
1686268800000,1.3117457472492582
1686355200000,1.1390933858066552
1686441600000,1.4837472280320765
1686528000000,0.857224142451843
1686614400000,0.8104719963161127
1686700800000,0.6366972594710517
1686787200000,0.5924969141717394
1686873600000,0.6835559876522185
1686960000000,1.1298051305836714
1687046400000,1.3260581955987867
1687132800000,0.4659129042710496
1687219200000,0.6284690963688584
1687305600000,0.3974342731015225
1687392000000,0.6062352246939294
1687478400000,0.5897434392823263
1687564800000,1.0472651011763463
1687651200000,1.3587485381945672
1687737600000,0.825964803407096
1687824000000,0.7804106703490076
1687910400000,0.5509151571654569
1687996800000,0.5573545989007334
1688083200000,0.5951851613827494
1688169600000,0.8324979823192378
1688256000000,1.7354297727524437
1688342400000,0.7866755431507992
1688428800000,0.9280306730212705
1688515200000,0.9937216512358493
1688601600000,0.5417839237055284
1688688000000,1.101500272079974
1688774400000,1.9712890971354249
1688860800000,1.9334006419956167
1688947200000,0.8306988630700183
1689033600000,0.8346619466680297
1689120000000,0.7339787800551026
1689206400000,0.4282040424229364
1689379200000,1.5475500695031956
1689465600000,2.05082714164438
1689552000000,0.7992450711018122
